"zip_code","date","single_fam_val","bottom_tier","HPI_2000","HPI","annual_change"
"14201",2022-03-01,183290,153195,NA,NA,NA
"14201",2022-02-01,182232,150226,NA,NA,NA
"14201",2022-01-01,179543,148830,NA,NA,NA
"14201",2021-12-01,177664,148129,394.98,336.2,17.06
"14201",2021-11-01,175912,148069,394.98,336.2,17.06
"14201",2021-10-01,176482,148436,394.98,336.2,17.06
"14201",2021-09-01,175135,148808,394.98,336.2,17.06
"14201",2021-08-01,190703,161460,394.98,336.2,17.06
"14201",2021-07-01,196823,162761,394.98,336.2,17.06
"14201",2021-06-01,197894,160173,394.98,336.2,17.06
"14201",2021-05-01,171866,147684,394.98,336.2,17.06
"14201",2021-04-01,165968,137807,394.98,336.2,17.06
"14201",2021-03-01,163459,130437,394.98,336.2,17.06
"14208",2022-04-01,209358,120516,NA,NA,NA
"14208",2022-03-01,207111,119177,NA,NA,NA
"14208",2022-02-01,204323,117541,NA,NA,NA
"14208",2022-01-01,202333,116650,NA,NA,NA
"14208",2021-12-01,199976,115074,NA,NA,NA
"14208",2021-11-01,198375,113903,NA,NA,NA
"14208",2021-10-01,196376,112547,NA,NA,NA
"14208",2021-09-01,193958,111080,NA,NA,NA
"14208",2021-08-01,192226,109660,NA,NA,NA
"14208",2021-07-01,190281,108380,NA,NA,NA
"14208",2021-06-01,188130,107155,NA,NA,NA
"14208",2021-05-01,183932,104943,NA,NA,NA
"14208",2021-04-01,181660,103980,NA,NA,NA
"14208",2021-03-01,179116,100543,NA,NA,NA
"14208",2021-02-01,177665,99498,NA,NA,NA
"14208",2021-01-01,175530,98329,NA,NA,NA
"14208",2020-12-01,174400,99522,NA,NA,NA
"14208",2020-11-01,173165,97108,NA,NA,NA
"14208",2020-10-01,171711,97421,NA,NA,NA
"14208",2020-09-01,170731,97065,NA,NA,NA
"14208",2020-08-01,170647,97819,NA,NA,NA
"14208",2020-07-01,167999,95013,NA,NA,NA
"14208",2020-06-01,166514,94025,NA,NA,NA
"14208",2020-05-01,165317,94040,NA,NA,NA
"14208",2020-04-01,164939,93805,NA,NA,NA
"14208",2020-03-01,164616,93616,NA,NA,NA
"14208",2020-02-01,164347,93413,NA,NA,NA
"14208",2020-01-01,163898,93081,NA,NA,NA
"14208",2019-12-01,163476,92798,NA,NA,NA
"14208",2019-11-01,163002,92531,NA,NA,NA
"14208",2019-10-01,162626,92355,NA,NA,NA
"14208",2019-09-01,162211,92221,NA,NA,NA
"14208",2019-08-01,162092,92298,NA,NA,NA
"14208",2019-07-01,162079,92280,NA,NA,NA
"14208",2019-06-01,162095,92325,NA,NA,NA
"14208",2019-05-01,161482,91885,NA,NA,NA
"14208",2019-04-01,160799,91532,NA,NA,NA
"14208",2019-03-01,160007,91113,NA,NA,NA
"14208",2019-02-01,158927,90592,NA,NA,NA
"14208",2019-01-01,158361,90442,NA,NA,NA
"14208",2018-12-01,157919,90257,NA,NA,NA
"14208",2018-11-01,157509,90003,NA,NA,NA
"14208",2018-10-01,156941,89540,NA,NA,NA
"14208",2018-09-01,156470,89138,NA,NA,NA
"14208",2018-08-01,156004,88648,NA,NA,NA
"14208",2018-07-01,155586,88297,NA,NA,NA
"14208",2018-06-01,154778,87748,NA,NA,NA
"14208",2018-05-01,154176,87433,NA,NA,NA
"14208",2018-04-01,153435,86956,NA,NA,NA
"14208",2018-03-01,152660,86459,NA,NA,NA
"14208",2018-02-01,152203,86101,NA,NA,NA
"14208",2018-01-01,150993,85244,NA,NA,NA
"14208",2017-12-01,149929,84511,NA,NA,NA
"14208",2017-11-01,149001,83918,NA,NA,NA
"14208",2017-10-01,148264,83544,NA,NA,NA
"14208",2017-09-01,147203,82868,NA,NA,NA
"14208",2017-08-01,145963,82128,NA,NA,NA
"14208",2017-07-01,144676,81359,NA,NA,NA
"14208",2017-06-01,143782,80827,NA,NA,NA
"14208",2017-05-01,142825,80235,NA,NA,NA
"14208",2017-04-01,142099,79787,NA,NA,NA
"14208",2017-03-01,141857,79519,NA,NA,NA
"14208",2017-02-01,141934,79512,NA,NA,NA
"14208",2017-01-01,142992,80024,NA,NA,NA
"14208",2016-12-01,143415,80295,NA,NA,NA
"14208",2016-11-01,143803,80444,NA,NA,NA
"14208",2016-10-01,143958,80441,NA,NA,NA
"14208",2016-09-01,144789,80730,NA,NA,NA
"14208",2016-08-01,145906,81256,NA,NA,NA
"14208",2016-07-01,147075,81742,NA,NA,NA
"14208",2016-06-01,148380,82447,NA,NA,NA
"14208",2016-05-01,149290,82918,NA,NA,NA
"14208",2016-04-01,149301,82898,NA,NA,NA
"14208",2016-03-01,149044,82798,NA,NA,NA
"14208",2016-02-01,148348,82195,NA,NA,NA
"14208",2016-01-01,147746,81801,NA,NA,NA
"14208",2015-12-01,147096,81159,NA,NA,NA
"14208",2015-11-01,146967,81035,NA,NA,NA
"14208",2015-10-01,147194,80990,NA,NA,NA
"14208",2015-09-01,147250,81121,NA,NA,NA
"14208",2015-08-01,146984,80984,NA,NA,NA
"14208",2015-07-01,146540,80781,NA,NA,NA
"14208",2015-06-01,145726,80137,NA,NA,NA
"14208",2015-05-01,145670,79914,NA,NA,NA
"14208",2015-04-01,146405,80158,NA,NA,NA
"14208",2015-03-01,146832,80252,NA,NA,NA
"14208",2015-02-01,146830,80336,NA,NA,NA
"14208",2015-01-01,146321,80129,NA,NA,NA
"14208",2014-12-01,146612,80493,NA,NA,NA
"14208",2014-11-01,146645,80607,NA,NA,NA
"14208",2014-10-01,146260,80444,NA,NA,NA
"14208",2014-09-01,145621,79997,NA,NA,NA
"14208",2014-08-01,144819,79353,NA,NA,NA
"14208",2014-07-01,143828,78789,NA,NA,NA
"14208",2014-06-01,142796,78309,NA,NA,NA
"14208",2014-05-01,141845,78048,NA,NA,NA
"14208",2014-04-01,141284,77967,NA,NA,NA
"14208",2014-03-01,141054,78116,NA,NA,NA
"14208",2014-02-01,141465,78493,NA,NA,NA
"14208",2014-01-01,141444,78412,NA,NA,NA
"14208",2013-12-01,141050,78159,NA,NA,NA
"14208",2013-11-01,139859,77328,NA,NA,NA
"14208",2013-10-01,139114,76971,NA,NA,NA
"14208",2013-09-01,138632,76640,NA,NA,NA
"14208",2013-08-01,138645,76785,NA,NA,NA
"14208",2013-07-01,139009,76891,NA,NA,NA
"14208",2013-06-01,139988,77353,NA,NA,NA
"14208",2013-05-01,140556,77472,NA,NA,NA
"14208",2013-04-01,140863,77498,NA,NA,NA
"14208",2013-03-01,140801,77226,NA,NA,NA
"14208",2013-02-01,140394,76842,NA,NA,NA
"14208",2013-01-01,140271,76712,NA,NA,NA
"14208",2012-12-01,140229,76645,NA,NA,NA
"14208",2012-11-01,140958,76992,NA,NA,NA
"14208",2012-10-01,141496,77207,NA,NA,NA
"14208",2012-09-01,141505,77180,NA,NA,NA
"14208",2012-08-01,141257,76972,NA,NA,NA
"14208",2012-07-01,141153,76801,NA,NA,NA
"14208",2012-06-01,140187,76201,NA,NA,NA
"14208",2012-05-01,139193,75561,NA,NA,NA
"14208",2012-04-01,137800,74674,NA,NA,NA
"14208",2012-03-01,137247,74206,NA,NA,NA
"14208",2012-02-01,137021,73927,NA,NA,NA
"14208",2012-01-01,136834,73721,NA,NA,NA
"14208",2011-12-01,136717,73619,NA,NA,NA
"14208",2011-11-01,136587,73746,NA,NA,NA
"14208",2011-10-01,136596,73908,NA,NA,NA
"14208",2011-09-01,137014,74356,NA,NA,NA
"14208",2011-08-01,137429,74735,NA,NA,NA
"14208",2011-07-01,137839,75292,NA,NA,NA
"14208",2011-06-01,138337,75793,NA,NA,NA
"14208",2011-05-01,138900,76245,NA,NA,NA
"14208",2011-04-01,139501,76651,NA,NA,NA
"14208",2011-03-01,140022,77093,NA,NA,NA
"14208",2011-02-01,140455,77538,NA,NA,NA
"14208",2011-01-01,141077,78124,NA,NA,NA
"14208",2010-12-01,141279,78376,NA,NA,NA
"14208",2010-11-01,141564,78571,NA,NA,NA
"14208",2010-10-01,141789,78690,NA,NA,NA
"14208",2010-09-01,142327,78968,NA,NA,NA
"14208",2010-08-01,142824,79284,NA,NA,NA
"14208",2010-07-01,143198,79368,NA,NA,NA
"14208",2010-06-01,143948,79772,NA,NA,NA
"14208",2010-05-01,144768,80314,NA,NA,NA
"14208",2010-04-01,145674,81020,NA,NA,NA
"14208",2010-03-01,145932,81280,NA,NA,NA
"14208",2010-02-01,146181,81423,NA,NA,NA
"14208",2010-01-01,146646,81656,NA,NA,NA
"14208",2009-12-01,147446,82088,NA,NA,NA
"14208",2009-11-01,147864,82220,NA,NA,NA
"14208",2009-10-01,148105,82254,NA,NA,NA
"14208",2009-09-01,148042,82217,NA,NA,NA
"14208",2009-08-01,148447,82384,NA,NA,NA
"14208",2009-07-01,148836,82679,NA,NA,NA
"14208",2009-06-01,149214,82822,NA,NA,NA
"14208",2009-05-01,149303,82833,NA,NA,NA
"14208",2009-04-01,149424,82841,NA,NA,NA
"14208",2009-03-01,149741,83081,NA,NA,NA
"14208",2009-02-01,150105,83453,NA,NA,NA
"14208",2009-01-01,150337,83670,NA,NA,NA
"14208",2008-12-01,150622,83900,NA,NA,NA
"14208",2008-11-01,150997,84168,NA,NA,NA
"14208",2008-10-01,151564,84584,NA,NA,NA
"14208",2008-09-01,152188,84881,NA,NA,NA
"14208",2008-08-01,152514,85117,NA,NA,NA
"14208",2008-07-01,152629,85220,NA,NA,NA
"14208",2008-06-01,152721,85446,NA,NA,NA
"14208",2008-05-01,153221,85851,NA,NA,NA
"14208",2008-04-01,153663,86124,NA,NA,NA
"14208",2008-03-01,154046,86308,NA,NA,NA
"14208",2008-02-01,154306,86308,NA,NA,NA
"14208",2008-01-01,154501,86320,NA,NA,NA
"14208",2007-12-01,154637,86241,NA,NA,NA
"14208",2007-11-01,154648,86256,NA,NA,NA
"14208",2007-10-01,154460,86185,NA,NA,NA
"14208",2007-09-01,154161,86200,NA,NA,NA
"14208",2007-08-01,153808,86007,NA,NA,NA
"14208",2007-07-01,153761,85949,NA,NA,NA
"14208",2007-06-01,153603,85681,NA,NA,NA
"14208",2007-05-01,153293,85380,NA,NA,NA
"14208",2007-04-01,152904,85114,NA,NA,NA
"14208",2007-03-01,152624,84986,NA,NA,NA
"14208",2007-02-01,152325,84900,NA,NA,NA
"14208",2007-01-01,151700,84582,NA,NA,NA
"14208",2006-12-01,150911,84203,NA,NA,NA
"14208",2006-11-01,150136,83664,NA,NA,NA
"14208",2006-10-01,149484,83149,NA,NA,NA
"14208",2006-09-01,148564,82369,NA,NA,NA
"14208",2006-08-01,147527,81626,NA,NA,NA
"14208",2006-07-01,146305,80792,NA,NA,NA
"14208",2006-06-01,145455,80295,NA,NA,NA
"14208",2006-05-01,144814,79855,NA,NA,NA
"14208",2006-04-01,144355,79366,NA,NA,NA
"14208",2006-03-01,143698,78678,NA,NA,NA
"14208",2006-02-01,142806,77906,NA,NA,NA
"14208",2006-01-01,142188,77502,NA,NA,NA
"14208",2005-12-01,141640,77194,NA,NA,NA
"14208",2005-11-01,141188,77062,NA,NA,NA
"14208",2005-10-01,140650,76767,NA,NA,NA
"14208",2005-09-01,140342,76616,NA,NA,NA
"14208",2005-08-01,140097,76531,NA,NA,NA
"14208",2005-07-01,139697,76406,NA,NA,NA
"14208",2005-06-01,138687,75878,NA,NA,NA
"14208",2005-05-01,137358,75134,NA,NA,NA
"14208",2005-04-01,136053,74588,NA,NA,NA
"14208",2005-03-01,135078,74270,NA,NA,NA
"14208",2005-02-01,134377,73938,NA,NA,NA
"14208",2005-01-01,133609,73358,NA,NA,NA
"14208",2004-12-01,132776,72618,NA,NA,NA
"14208",2004-11-01,132090,71950,NA,NA,NA
"14208",2004-10-01,131494,71511,NA,NA,NA
"14208",2004-09-01,131000,71113,NA,NA,NA
"14208",2004-08-01,130447,70565,NA,NA,NA
"14208",2004-07-01,130081,70023,NA,NA,NA
"14208",2004-06-01,130054,69768,NA,NA,NA
"14208",2004-05-01,130091,69679,NA,NA,NA
"14208",2004-04-01,129971,69459,NA,NA,NA
"14208",2004-03-01,129581,69069,NA,NA,NA
"14208",2004-02-01,129211,68819,NA,NA,NA
"14208",2004-01-01,128787,68629,NA,NA,NA
"14208",2003-12-01,128560,68671,NA,NA,NA
"14208",2003-11-01,128203,68574,NA,NA,NA
"14208",2003-10-01,127860,68441,NA,NA,NA
"14208",2003-09-01,127387,68155,NA,NA,NA
"14208",2003-08-01,126923,68123,NA,NA,NA
"14208",2003-07-01,126545,68124,NA,NA,NA
"14208",2003-06-01,126135,68149,NA,NA,NA
"14208",2003-05-01,125745,68054,NA,NA,NA
"14208",2003-04-01,125343,67934,NA,NA,NA
"14208",2003-03-01,125034,67857,NA,NA,NA
"14208",2003-02-01,124748,67778,NA,NA,NA
"14208",2003-01-01,124628,67746,NA,NA,NA
"14208",2002-12-01,124356,67564,NA,NA,NA
"14208",2002-11-01,124045,67420,NA,NA,NA
"14208",2002-10-01,123623,67177,NA,NA,NA
"14208",2002-09-01,123241,67127,NA,NA,NA
"14208",2002-08-01,122982,66991,NA,NA,NA
"14208",2002-07-01,122513,66854,NA,NA,NA
"14208",2002-06-01,122028,66611,NA,NA,NA
"14208",2002-05-01,121669,66368,NA,NA,NA
"14208",2002-04-01,121525,66266,NA,NA,NA
"14208",2002-03-01,121528,66176,NA,NA,NA
"14208",2002-02-01,121364,66070,NA,NA,NA
"14208",2002-01-01,121108,65922,NA,NA,NA
"14208",2001-12-01,120729,65853,NA,NA,NA
"14208",2001-11-01,120350,65690,NA,NA,NA
"14208",2001-10-01,120088,65609,NA,NA,NA
"14208",2001-09-01,119939,65471,NA,NA,NA
"14208",2001-08-01,119812,65341,NA,NA,NA
"14208",2001-07-01,119720,65170,NA,NA,NA
"14208",2001-06-01,119554,64900,NA,NA,NA
"14208",2001-05-01,119257,64730,NA,NA,NA
"14208",2001-04-01,118927,64556,NA,NA,NA
"14208",2001-03-01,118481,64405,NA,NA,NA
"14208",2001-02-01,118049,64163,NA,NA,NA
"14208",2001-01-01,117477,63795,NA,NA,NA
"14208",2000-12-01,117224,63493,NA,NA,NA
"14208",2000-11-01,117127,63363,NA,NA,NA
"14208",2000-10-01,116977,63253,NA,NA,NA
"14208",2000-09-01,116466,63010,NA,NA,NA
"14208",2000-08-01,115779,62656,NA,NA,NA
"14208",2000-07-01,115167,62296,NA,NA,NA
"14208",2000-06-01,114808,62134,NA,NA,NA
"14208",2000-05-01,114447,61925,NA,NA,NA
"14208",2000-04-01,113895,61597,NA,NA,NA
"14208",2000-03-01,113199,61227,NA,NA,NA
"14208",2000-02-01,112682,60924,NA,NA,NA
"14208",2000-01-01,112278,60722,NA,NA,NA
"14208",1999-12-01,111714,60358,NA,NA,NA
"14208",1999-11-01,111000,59921,NA,NA,NA
"14208",1999-10-01,110323,59475,NA,NA,NA
"14208",1999-09-01,110029,59259,NA,NA,NA
"14208",1999-08-01,109869,59115,NA,NA,NA
"14208",1999-07-01,109780,59076,NA,NA,NA
"14208",1999-06-01,109565,58955,NA,NA,NA
"14208",1999-05-01,109247,58907,NA,NA,NA
"14208",1999-04-01,109005,58873,NA,NA,NA
"14208",1999-03-01,108830,58830,NA,NA,NA
"14208",1999-02-01,108700,58823,NA,NA,NA
"14208",1999-01-01,108797,58974,NA,NA,NA
"14208",1998-12-01,108713,59136,NA,NA,NA
"14208",1998-11-01,108558,59131,NA,NA,NA
"14208",1998-10-01,108287,58974,NA,NA,NA
"14208",1998-09-01,107878,58673,NA,NA,NA
"14208",1998-08-01,107457,58447,NA,NA,NA
"14208",1998-07-01,106948,58195,NA,NA,NA
"14208",1998-06-01,106448,57936,NA,NA,NA
"14208",1998-05-01,106144,57528,NA,NA,NA
"14208",1998-04-01,105890,57173,NA,NA,NA
"14208",1998-03-01,105720,56849,NA,NA,NA
"14208",1998-02-01,105413,56575,NA,NA,NA
"14208",1998-01-01,104971,56343,NA,NA,NA
"14208",1997-12-01,104950,56276,NA,NA,NA
"14208",1997-11-01,104952,56318,NA,NA,NA
"14208",1997-10-01,104898,56262,NA,NA,NA
"14208",1997-09-01,104684,56152,NA,NA,NA
"14208",1997-08-01,104496,55993,NA,NA,NA
"14208",1997-07-01,104059,55648,NA,NA,NA
"14208",1997-06-01,103321,55218,NA,NA,NA
"14208",1997-05-01,102464,54737,NA,NA,NA
"14208",1997-04-01,101826,54374,NA,NA,NA
"14208",1997-03-01,101291,54040,NA,NA,NA
"14208",1997-02-01,100753,53702,NA,NA,NA
"14208",1997-01-01,100105,53189,NA,NA,NA
"14208",1996-12-01,99271,52590,NA,NA,NA
"14208",1996-11-01,98489,52004,NA,NA,NA
"14208",1996-10-01,97807,51563,NA,NA,NA
"14208",1996-09-01,97247,51190,NA,NA,NA
"14208",1996-08-01,96661,50814,NA,NA,NA
"14208",1996-07-01,96276,50557,NA,NA,NA
"14208",1996-06-01,96116,50369,NA,NA,NA
"14208",1996-05-01,95980,50265,NA,NA,NA
"14208",1996-04-01,95673,50066,NA,NA,NA
"14208",1996-03-01,95441,49969,NA,NA,NA
"14208",1996-02-01,95189,49791,NA,NA,NA
"14211",2022-04-01,148204,83960,NA,NA,NA
"14211",2022-03-01,147500,83575,NA,NA,NA
"14211",2022-02-01,145134,82273,NA,NA,NA
"14211",2022-01-01,144611,81593,NA,NA,NA
"14211",2021-12-01,141859,79970,NA,NA,NA
"14211",2021-11-01,140952,79430,NA,NA,NA
"14211",2021-10-01,139977,78802,NA,NA,NA
"14211",2021-09-01,139406,78393,NA,NA,NA
"14211",2021-08-01,132157,70584,NA,NA,NA
"14211",2021-07-01,130921,69747,NA,NA,NA
"14211",2021-06-01,129681,68833,NA,NA,NA
"14211",2021-05-01,125182,66789,NA,NA,NA
"14211",2021-04-01,124387,66461,NA,NA,NA
"14211",2021-03-01,123737,66774,NA,NA,NA
"14211",2021-02-01,124308,67423,NA,NA,NA
"14211",2021-01-01,124864,68450,NA,NA,NA
"14211",2020-12-01,124971,68842,NA,NA,NA
"14211",2020-11-01,124253,68192,NA,NA,NA
"14211",2020-10-01,122250,67409,NA,NA,NA
"14211",2020-09-01,115155,65463,NA,NA,NA
"14211",2020-08-01,117902,66780,NA,NA,NA
"14211",2020-07-01,129292,72860,NA,NA,NA
"14211",2020-06-01,129749,72807,NA,NA,NA
"14211",2020-05-01,129105,71956,NA,NA,NA
"14211",2020-04-01,129132,71962,NA,NA,NA
"14211",2020-03-01,129133,71929,NA,NA,NA
"14211",2020-02-01,129283,72038,NA,NA,NA
"14211",2020-01-01,129259,72154,NA,NA,NA
"14211",2019-12-01,128978,72171,NA,NA,NA
"14211",2019-11-01,128922,72265,NA,NA,NA
"14211",2019-10-01,128682,72053,NA,NA,NA
"14211",2019-09-01,128464,71917,NA,NA,NA
"14211",2019-08-01,127823,71491,NA,NA,NA
"14211",2019-07-01,127247,71145,NA,NA,NA
"14211",2019-06-01,126971,71029,NA,NA,NA
"14211",2019-05-01,126796,71108,NA,NA,NA
"14211",2019-04-01,126620,71230,NA,NA,NA
"14211",2019-03-01,126586,71416,NA,NA,NA
"14211",2019-02-01,126335,71373,NA,NA,NA
"14211",2019-01-01,126071,71191,NA,NA,NA
"14211",2018-12-01,125605,70899,NA,NA,NA
"14211",2018-11-01,124957,70644,NA,NA,NA
"14211",2018-10-01,124620,70748,NA,NA,NA
"14211",2018-09-01,124294,70712,NA,NA,NA
"14211",2018-08-01,124228,70574,NA,NA,NA
"14211",2018-07-01,123784,70193,NA,NA,NA
"14211",2018-06-01,122974,69697,NA,NA,NA
"14211",2018-05-01,122216,69326,NA,NA,NA
"14211",2018-04-01,121472,69095,NA,NA,NA
"14211",2018-03-01,120512,68731,NA,NA,NA
"14211",2018-02-01,119378,68282,NA,NA,NA
"14211",2018-01-01,118544,67920,NA,NA,NA
"14211",2017-12-01,118484,67870,NA,NA,NA
"14211",2017-11-01,118249,67571,NA,NA,NA
"14211",2017-10-01,117693,67255,NA,NA,NA
"14211",2017-09-01,116848,66773,NA,NA,NA
"14211",2017-08-01,116098,66621,NA,NA,NA
"14211",2017-07-01,115817,66464,NA,NA,NA
"14211",2017-06-01,115494,66269,NA,NA,NA
"14211",2017-05-01,115521,66230,NA,NA,NA
"14211",2017-04-01,115141,65933,NA,NA,NA
"14211",2017-03-01,114516,65638,NA,NA,NA
"14211",2017-02-01,114023,65419,NA,NA,NA
"14211",2017-01-01,113461,65243,NA,NA,NA
"14211",2016-12-01,112800,64939,NA,NA,NA
"14211",2016-11-01,111869,64446,NA,NA,NA
"14211",2016-10-01,111121,63906,NA,NA,NA
"14211",2016-09-01,110695,63764,NA,NA,NA
"14211",2016-08-01,110429,63684,NA,NA,NA
"14211",2016-07-01,110030,63685,NA,NA,NA
"14211",2016-06-01,109716,63574,NA,NA,NA
"14211",2016-05-01,108883,63123,NA,NA,NA
"14211",2016-04-01,108227,62744,NA,NA,NA
"14211",2016-03-01,107906,62461,NA,NA,NA
"14211",2016-02-01,108009,62377,NA,NA,NA
"14211",2016-01-01,107790,62156,NA,NA,NA
"14211",2015-12-01,107131,61902,NA,NA,NA
"14211",2015-11-01,106712,61885,NA,NA,NA
"14211",2015-10-01,106581,62003,NA,NA,NA
"14211",2015-09-01,106274,62051,NA,NA,NA
"14211",2015-08-01,105782,62019,NA,NA,NA
"14211",2015-07-01,105127,61909,NA,NA,NA
"14211",2015-06-01,104529,61693,NA,NA,NA
"14211",2015-05-01,104040,61498,NA,NA,NA
"14211",2015-04-01,103788,61479,NA,NA,NA
"14211",2015-03-01,103548,61522,NA,NA,NA
"14211",2015-02-01,102791,61369,NA,NA,NA
"14211",2015-01-01,102284,61205,NA,NA,NA
"14211",2014-12-01,102027,61044,NA,NA,NA
"14211",2014-11-01,102013,60968,NA,NA,NA
"14211",2014-10-01,101274,60650,NA,NA,NA
"14211",2014-09-01,100498,60248,NA,NA,NA
"14211",2014-08-01,99836,59857,NA,NA,NA
"14211",2014-07-01,99788,59716,NA,NA,NA
"14211",2014-06-01,99683,59711,NA,NA,NA
"14211",2014-05-01,99743,59778,NA,NA,NA
"14211",2014-04-01,99355,59564,NA,NA,NA
"14211",2014-03-01,99094,59416,NA,NA,NA
"14211",2014-02-01,98775,59241,NA,NA,NA
"14211",2014-01-01,98514,59199,NA,NA,NA
"14211",2013-12-01,98250,59143,NA,NA,NA
"14211",2013-11-01,97855,59018,NA,NA,NA
"14211",2013-10-01,98019,59137,NA,NA,NA
"14211",2013-09-01,98245,59220,NA,NA,NA
"14211",2013-08-01,98275,59156,NA,NA,NA
"14211",2013-07-01,98055,58853,NA,NA,NA
"14211",2013-06-01,97718,58505,NA,NA,NA
"14211",2013-05-01,97364,58266,NA,NA,NA
"14211",2013-04-01,97084,58193,NA,NA,NA
"14211",2013-03-01,96591,58023,NA,NA,NA
"14211",2013-02-01,96466,57939,NA,NA,NA
"14211",2013-01-01,96273,57729,NA,NA,NA
"14211",2012-12-01,96057,57486,NA,NA,NA
"14211",2012-11-01,95749,57290,NA,NA,NA
"14211",2012-10-01,95449,57066,NA,NA,NA
"14211",2012-09-01,95182,56914,NA,NA,NA
"14211",2012-08-01,94751,56684,NA,NA,NA
"14211",2012-07-01,93932,56424,NA,NA,NA
"14211",2012-06-01,93515,56337,NA,NA,NA
"14211",2012-05-01,93351,56323,NA,NA,NA
"14211",2012-04-01,93428,56353,NA,NA,NA
"14211",2012-03-01,93518,56269,NA,NA,NA
"14211",2012-02-01,93633,56235,NA,NA,NA
"14211",2012-01-01,93673,56245,NA,NA,NA
"14211",2011-12-01,93753,56382,NA,NA,NA
"14211",2011-11-01,93723,56375,NA,NA,NA
"14211",2011-10-01,93656,56264,NA,NA,NA
"14211",2011-09-01,93445,56080,NA,NA,NA
"14211",2011-08-01,93777,56209,NA,NA,NA
"14211",2011-07-01,94358,56454,NA,NA,NA
"14211",2011-06-01,94993,56704,NA,NA,NA
"14211",2011-05-01,95195,56763,NA,NA,NA
"14211",2011-04-01,95426,56837,NA,NA,NA
"14211",2011-03-01,95810,57022,NA,NA,NA
"14211",2011-02-01,96128,57190,NA,NA,NA
"14211",2011-01-01,96455,57406,NA,NA,NA
"14211",2010-12-01,96545,57417,NA,NA,NA
"14211",2010-11-01,96998,57550,NA,NA,NA
"14211",2010-10-01,97143,57589,NA,NA,NA
"14211",2010-09-01,97574,57855,NA,NA,NA
"14211",2010-08-01,97586,57956,NA,NA,NA
"14211",2010-07-01,97882,58164,NA,NA,NA
"14211",2010-06-01,98081,58296,NA,NA,NA
"14211",2010-05-01,98200,58363,NA,NA,NA
"14211",2010-04-01,98398,58385,NA,NA,NA
"14211",2010-03-01,98124,58316,NA,NA,NA
"14211",2010-02-01,98009,58346,NA,NA,NA
"14211",2010-01-01,98082,58438,NA,NA,NA
"14211",2009-12-01,98476,58706,NA,NA,NA
"14211",2009-11-01,98570,58870,NA,NA,NA
"14211",2009-10-01,98855,59151,NA,NA,NA
"14211",2009-09-01,98885,59099,NA,NA,NA
"14211",2009-08-01,99269,59116,NA,NA,NA
"14211",2009-07-01,99691,59144,NA,NA,NA
"14211",2009-06-01,99978,59177,NA,NA,NA
"14211",2009-05-01,100623,59380,NA,NA,NA
"14211",2009-04-01,100642,59367,NA,NA,NA
"14211",2009-03-01,101265,59551,NA,NA,NA
"14211",2009-02-01,101626,59608,NA,NA,NA
"14211",2009-01-01,101993,59620,NA,NA,NA
"14211",2008-12-01,102222,59574,NA,NA,NA
"14211",2008-11-01,102539,59577,NA,NA,NA
"14211",2008-10-01,102879,59566,NA,NA,NA
"14211",2008-09-01,103322,59715,NA,NA,NA
"14211",2008-08-01,103593,59831,NA,NA,NA
"14211",2008-07-01,103662,59864,NA,NA,NA
"14211",2008-06-01,103863,59920,NA,NA,NA
"14211",2008-05-01,103911,59913,NA,NA,NA
"14211",2008-04-01,104389,60087,NA,NA,NA
"14211",2008-03-01,104415,60086,NA,NA,NA
"14211",2008-02-01,104698,60151,NA,NA,NA
"14213",2022-04-01,140097,119756,NA,NA,NA
"14213",2022-03-01,139856,119875,NA,NA,NA
"14213",2022-02-01,140281,120730,NA,NA,NA
"14213",2022-01-01,136678,118305,NA,NA,NA
"14213",2021-12-01,133108,114380,343.91,301.23,-0.9
"14213",2021-11-01,128702,109609,343.91,301.23,-0.9
"14213",2021-10-01,125656,105521,343.91,301.23,-0.9
"14213",2021-09-01,124763,104365,343.91,301.23,-0.9
"14213",2021-08-01,126222,102593,343.91,301.23,-0.9
"14213",2021-07-01,125037,100417,343.91,301.23,-0.9
"14213",2021-06-01,124379,97539,343.91,301.23,-0.9
"14213",2021-05-01,118408,97794,343.91,301.23,-0.9
"14213",2021-04-01,118267,95222,343.91,301.23,-0.9
"14213",2021-03-01,122444,95983,343.91,301.23,-0.9
"14213",2021-02-01,123419,111553,343.91,301.23,-0.9
"14213",2021-01-01,124151,98813,343.91,301.23,-0.9
"14213",2020-12-01,126067,102055,347.04,303.97,2.69
"14213",2020-11-01,105434,90365,347.04,303.97,2.69
"14213",2020-10-01,105304,93369,347.04,303.97,2.69
"14213",2020-09-01,105511,86205,347.04,303.97,2.69
"14213",2020-08-01,106630,87670,347.04,303.97,2.69
"14213",2020-07-01,107984,83320,347.04,303.97,2.69
"14213",2020-06-01,107398,85066,347.04,303.97,2.69
"14213",2020-05-01,110842,84571,347.04,303.97,2.69
"14213",2020-04-01,110320,84608,347.04,303.97,2.69
"14213",2020-03-01,110377,85300,347.04,303.97,2.69
"14213",2020-02-01,110652,86325,347.04,303.97,2.69
"14213",2020-01-01,110806,86891,347.04,303.97,2.69
"14213",2019-12-01,110026,86967,337.95,296.01,6.7
"14213",2019-11-01,109177,86512,337.95,296.01,6.7
"14213",2019-10-01,108749,86426,337.95,296.01,6.7
"14213",2019-09-01,109164,86428,337.95,296.01,6.7
"14213",2019-08-01,109599,86452,337.95,296.01,6.7
