"city","date","avg_single_fam_val","avg_bottom_tier","avg_HPI_2000","avg_HPI","avg_annual_change"
"Buffalo",2000-02-01,112938.75,83714.6666666667,100,170.612608695652,-2.42260869565217
"Buffalo",2000-03-01,113261.75,83912.3333333333,100,170.612608695652,-2.42260869565217
"Buffalo",2000-04-01,113475,84485.6666666667,100,170.612608695652,-2.42260869565217
"Buffalo",2000-05-01,113614.75,84883.3333333333,100,170.612608695652,-2.42260869565217
"Buffalo",2000-06-01,113798.75,71912.5,100,170.612608695652,-2.42260869565217
"Buffalo",2000-07-01,113962.75,72120.5,100,170.612608695652,-2.42260869565217
"Buffalo",2000-08-01,114059,72317,100,170.612608695652,-2.42260869565217
"Buffalo",2000-09-01,114304.25,72486.25,100,170.612608695652,-2.42260869565217
"Buffalo",2000-10-01,114419.5,72610,100,170.612608695652,-2.42260869565217
"Buffalo",2000-11-01,114854,72866,100,170.612608695652,-2.42260869565217
"Buffalo",2000-12-01,115296,73055.25,100,170.612608695652,-2.42260869565217
"Buffalo",2001-01-01,115938.75,73599.25,106.176086956522,179.843043478261,6.17608695652174
"Buffalo",2001-02-01,116722.75,74237.5,106.176086956522,179.843043478261,6.17608695652174
"Buffalo",2001-03-01,117441.5,74926.5,106.176086956522,179.843043478261,6.17608695652174
"Buffalo",2001-04-01,118261.5,75399.5,106.176086956522,179.843043478261,6.17608695652174
"Buffalo",2001-05-01,118937.25,75744.75,106.176086956522,179.843043478261,6.17608695652174
"Buffalo",2001-06-01,119652.75,76003,106.176086956522,179.843043478261,6.17608695652174
"Buffalo",2001-07-01,120110.25,76269.75,106.176086956522,179.843043478261,6.17608695652174
"Buffalo",2001-08-01,120582.25,76450.75,106.176086956522,179.843043478261,6.17608695652174
"Buffalo",2001-09-01,120738.25,76572.75,106.176086956522,179.843043478261,6.17608695652174
"Buffalo",2001-10-01,121240.25,76924.5,106.176086956522,179.843043478261,6.17608695652174
"Buffalo",2001-11-01,121636.5,77307.25,106.176086956522,179.843043478261,6.17608695652174
"Buffalo",2001-12-01,122337.5,77850,106.176086956522,179.843043478261,6.17608695652174
"Buffalo",2002-01-01,122810.75,78042.75,111.307826086957,187.122608695652,4.7904347826087
"Buffalo",2002-02-01,123183.5,78247.75,111.307826086957,187.122608695652,4.7904347826087
"Buffalo",2002-03-01,123314.5,78307.75,111.307826086957,187.122608695652,4.7904347826087
"Buffalo",2002-04-01,123422,78458,111.307826086957,187.122608695652,4.7904347826087
"Buffalo",2002-05-01,123793.25,78653,111.307826086957,187.122608695652,4.7904347826087
"Buffalo",2002-06-01,124401,78926.75,111.307826086957,187.122608695652,4.7904347826087
"Buffalo",2002-07-01,125087.25,79105.5,111.307826086957,187.122608695652,4.7904347826087
"Buffalo",2002-08-01,125668.75,79439.25,111.307826086957,187.122608695652,4.7904347826087
"Buffalo",2002-09-01,126516.25,80148,111.307826086957,187.122608695652,4.7904347826087
"Buffalo",2002-10-01,127345.25,80829,111.307826086957,187.122608695652,4.7904347826087
"Buffalo",2002-11-01,128026.5,81367,111.307826086957,187.122608695652,4.7904347826087
"Buffalo",2002-12-01,128404.25,81631,111.307826086957,187.122608695652,4.7904347826087
"Buffalo",2003-01-01,128845.75,82078,114.053043478261,192.65347826087,2.58913043478261
"Buffalo",2003-02-01,129468.5,82484.25,114.053043478261,192.65347826087,2.58913043478261
"Buffalo",2003-03-01,130181,82906.25,114.053043478261,192.65347826087,2.58913043478261
"Buffalo",2003-04-01,130981.75,83356.75,114.053043478261,192.65347826087,2.58913043478261
"Buffalo",2003-05-01,131832.25,84020.75,114.053043478261,192.65347826087,2.58913043478261
"Buffalo",2003-06-01,132632.75,84738.25,114.053043478261,192.65347826087,2.58913043478261
"Buffalo",2003-07-01,133323.75,85460.25,114.053043478261,192.65347826087,2.58913043478261
"Buffalo",2003-08-01,133852.25,85935.25,114.053043478261,192.65347826087,2.58913043478261
"Buffalo",2003-09-01,141348.8,93953.6,114.053043478261,192.65347826087,2.58913043478261
"Buffalo",2003-10-01,141756.2,94180.6,114.053043478261,192.65347826087,2.58913043478261
"Buffalo",2003-11-01,142487.2,94524,114.053043478261,192.65347826087,2.58913043478261
"Buffalo",2003-12-01,143271,94914.8,114.053043478261,192.65347826087,2.58913043478261
"Buffalo",2004-01-01,143992,94984.2,118.892173913043,201.668695652174,4.14913043478261
"Buffalo",2004-02-01,144738,94979.2,118.892173913043,201.668695652174,4.14913043478261
"Buffalo",2004-03-01,145762.2,95223.8,118.892173913043,201.668695652174,4.14913043478261
"Buffalo",2004-04-01,146890.6,95699.2,118.892173913043,201.668695652174,4.14913043478261
"Buffalo",2004-05-01,147837.4,96304.4,118.892173913043,201.668695652174,4.14913043478261
"Buffalo",2004-06-01,148746,96991.4,118.892173913043,201.668695652174,4.14913043478261
"Buffalo",2004-07-01,149899.2,97955.8,118.892173913043,201.668695652174,4.14913043478261
"Buffalo",2004-08-01,151214.6,99127.2,118.892173913043,201.668695652174,4.14913043478261
"Buffalo",2004-09-01,152479.6,100279.4,118.892173913043,201.668695652174,4.14913043478261
"Buffalo",2004-10-01,153746.2,100993.2,118.892173913043,201.668695652174,4.14913043478261
"Buffalo",2004-11-01,154921.2,101313.2,118.892173913043,201.668695652174,4.14913043478261
"Buffalo",2004-12-01,156191.2,101706,118.892173913043,201.668695652174,4.14913043478261
"Buffalo",2005-01-01,157621,102596.6,126.236956521739,213.781739130435,6.06
"Buffalo",2005-02-01,158869,103656.2,126.236956521739,213.781739130435,6.06
"Buffalo",2005-03-01,160245.4,104673,126.236956521739,213.781739130435,6.06
"Buffalo",2005-04-01,161053.166666667,104346.666666667,126.236956521739,213.781739130435,6.06
"Buffalo",2005-05-01,162655.5,105061.5,126.236956521739,213.781739130435,6.06
"Buffalo",2005-06-01,157636.285714286,105574.666666667,126.236956521739,213.781739130435,6.06
"Buffalo",2005-07-01,158586.285714286,102293.142857143,126.236956521739,213.781739130435,6.06
"Buffalo",2005-08-01,159947.714285714,102431,126.236956521739,213.781739130435,6.06
"Buffalo",2005-09-01,161227.571428571,102507.142857143,126.236956521739,213.781739130435,6.06
"Buffalo",2005-10-01,162520.428571429,102991.714285714,126.236956521739,213.781739130435,6.06
"Buffalo",2005-11-01,163794.428571429,103747.285714286,126.236956521739,213.781739130435,6.06
"Buffalo",2005-12-01,165538.285714286,104732.285714286,126.236956521739,213.781739130435,6.06
"Buffalo",2006-01-01,167048.428571429,105619.714285714,129.823636363636,225.422272727273,3.66409090909091
"Buffalo",2006-02-01,168276.714285714,106222.857142857,129.823636363636,225.422272727273,3.66409090909091
"Buffalo",2006-03-01,169154.428571429,106634.571428571,129.823636363636,225.422272727273,3.66409090909091
"Buffalo",2006-04-01,170112.714285714,107040.571428571,129.823636363636,225.422272727273,3.66409090909091
"Buffalo",2006-05-01,171157.857142857,107422.285714286,129.823636363636,225.422272727273,3.66409090909091
"Buffalo",2006-06-01,172805.285714286,108229.142857143,129.823636363636,225.422272727273,3.66409090909091
"Buffalo",2006-07-01,174690.142857143,109527.142857143,129.823636363636,225.422272727273,3.66409090909091
"Buffalo",2006-08-01,175938.285714286,110776.571428571,129.823636363636,225.422272727273,3.66409090909091
"Buffalo",2006-09-01,177127,112115.714285714,129.823636363636,225.422272727273,3.66409090909091
"Buffalo",2006-10-01,177930.428571429,112892.142857143,129.823636363636,225.422272727273,3.66409090909091
"Buffalo",2006-11-01,178460.428571429,113494.857142857,129.823636363636,225.422272727273,3.66409090909091
"Buffalo",2006-12-01,178317.428571429,113648.714285714,129.823636363636,225.422272727273,3.66409090909091
"Buffalo",2007-01-01,178556.857142857,113946.142857143,136.757826086957,229.23347826087,4.11681818181818
"Buffalo",2007-02-01,179695.857142857,114735.285714286,136.757826086957,229.23347826087,4.11681818181818
"Buffalo",2007-03-01,180667.857142857,115525.428571429,136.757826086957,229.23347826087,4.11681818181818
"Buffalo",2007-04-01,181092.571428571,115950.285714286,136.757826086957,229.23347826087,4.11681818181818
"Buffalo",2007-05-01,180894.285714286,116258.428571429,136.757826086957,229.23347826087,4.11681818181818
"Buffalo",2007-06-01,180715,116397.714285714,136.757826086957,229.23347826087,4.11681818181818
"Buffalo",2007-07-01,180363.428571429,116420.142857143,136.757826086957,229.23347826087,4.11681818181818
"Buffalo",2007-08-01,179956,115932.428571429,136.757826086957,229.23347826087,4.11681818181818
"Buffalo",2007-09-01,179663.142857143,115444.142857143,136.757826086957,229.23347826087,4.11681818181818
"Buffalo",2007-10-01,179795.428571429,115517.428571429,136.757826086957,229.23347826087,4.11681818181818
"Buffalo",2007-11-01,180468.714285714,115871.571428571,136.757826086957,229.23347826087,4.11681818181818
"Buffalo",2007-12-01,180937.285714286,116270.142857143,136.757826086957,229.23347826087,4.11681818181818
"Buffalo",2008-01-01,181063.714285714,116213.714285714,136.248260869565,231.111304347826,-0.416086956521739
"Buffalo",2008-02-01,161385.333333333,103654.222222222,136.248260869565,231.111304347826,-0.416086956521739
"Buffalo",2008-03-01,161074.666666667,103374.444444444,136.248260869565,231.111304347826,-0.416086956521739
"Buffalo",2008-04-01,160706.333333333,103198.333333333,136.248260869565,231.111304347826,-0.416086956521739
"Buffalo",2008-05-01,160399,102978.222222222,136.248260869565,231.111304347826,-0.416086956521739
"Buffalo",2008-06-01,159908.555555556,102735.666666667,136.248260869565,231.111304347826,-0.416086956521739
"Buffalo",2008-07-01,159349,102345.666666667,136.248260869565,231.111304347826,-0.416086956521739
"Buffalo",2008-08-01,158803.555555556,102108.777777778,136.248260869565,231.111304347826,-0.416086956521739
"Buffalo",2008-09-01,158014.888888889,101647.111111111,136.248260869565,231.111304347826,-0.416086956521739
"Buffalo",2008-10-01,157176.555555556,101126.888888889,136.248260869565,231.111304347826,-0.416086956521739
"Buffalo",2008-11-01,156107.444444444,100468.666666667,136.248260869565,231.111304347826,-0.416086956521739
"Buffalo",2008-12-01,155264,99881.7777777778,136.248260869565,231.111304347826,-0.416086956521739
"Buffalo",2009-01-01,154239.777777778,99247.5555555556,137.995217391304,234.069565217391,1.43304347826087
"Buffalo",2009-02-01,153277.555555556,98556.3333333333,137.995217391304,234.069565217391,1.43304347826087
"Buffalo",2009-03-01,151921.555555556,97671.6666666667,137.995217391304,234.069565217391,1.43304347826087
"Buffalo",2009-04-01,150742.444444444,96760.2222222222,137.995217391304,234.069565217391,1.43304347826087
"Buffalo",2009-05-01,149839,96009.7777777778,137.995217391304,234.069565217391,1.43304347826087
"Buffalo",2009-06-01,148812.777777778,95140.2222222222,137.995217391304,234.069565217391,1.43304347826087
"Buffalo",2009-07-01,147563,94273.8888888889,137.995217391304,234.069565217391,1.43304347826087
"Buffalo",2009-08-01,146277,93381.2222222222,137.995217391304,234.069565217391,1.43304347826087
"Buffalo",2009-09-01,145343.777777778,92882.1111111111,137.995217391304,234.069565217391,1.43304347826087
"Buffalo",2009-10-01,144466.111111111,92336.1111111111,137.995217391304,234.069565217391,1.43304347826087
"Buffalo",2009-11-01,143397,91773,137.995217391304,234.069565217391,1.43304347826087
"Buffalo",2009-12-01,142290.333333333,91161.7777777778,137.995217391304,234.069565217391,1.43304347826087
"Buffalo",2010-01-01,141558.555555556,90841.6666666667,141.992173913043,238.829565217391,3.50304347826087
"Buffalo",2010-02-01,141301.444444444,90741.3333333333,141.992173913043,238.829565217391,3.50304347826087
"Buffalo",2010-03-01,141299.555555556,90786.4444444444,141.992173913043,238.829565217391,3.50304347826087
"Buffalo",2010-04-01,141358.444444444,90853.6666666667,141.992173913043,238.829565217391,3.50304347826087
"Buffalo",2010-05-01,141043.666666667,90764.3333333333,141.992173913043,238.829565217391,3.50304347826087
"Buffalo",2010-06-01,140626.777777778,90628.5555555556,141.992173913043,238.829565217391,3.50304347826087
"Buffalo",2010-07-01,140372.333333333,90605.3333333333,141.992173913043,238.829565217391,3.50304347826087
"Buffalo",2010-08-01,140167.333333333,90698,141.992173913043,238.829565217391,3.50304347826087
"Buffalo",2010-09-01,139960.333333333,90639.5555555556,141.992173913043,238.829565217391,3.50304347826087
"Buffalo",2010-10-01,139517.111111111,90429,141.992173913043,238.829565217391,3.50304347826087
"Buffalo",2010-11-01,139259.777777778,90155.7777777778,141.992173913043,238.829565217391,3.50304347826087
"Buffalo",2010-12-01,138815.111111111,89832.5555555556,141.992173913043,238.829565217391,3.50304347826087
"Buffalo",2011-01-01,138208.222222222,89301.2222222222,145.047727272727,246.875,1.48772727272727
"Buffalo",2011-02-01,137486.333333333,88813,145.047727272727,246.875,1.48772727272727
"Buffalo",2011-03-01,136815.888888889,88279.3333333333,145.047727272727,246.875,1.48772727272727
"Buffalo",2011-04-01,135928.888888889,87727.4444444444,145.047727272727,246.875,1.48772727272727
"Buffalo",2011-05-01,128881.2,84832.4,145.047727272727,246.875,1.48772727272727
"Buffalo",2011-06-01,128219,84318.6,145.047727272727,246.875,1.48772727272727
"Buffalo",2011-07-01,127777.8,83842,145.047727272727,246.875,1.48772727272727
"Buffalo",2011-08-01,127586,83495.7,145.047727272727,246.875,1.48772727272727
"Buffalo",2011-09-01,127250.9,83057.3,145.047727272727,246.875,1.48772727272727
"Buffalo",2011-10-01,127133.5,82700,145.047727272727,246.875,1.48772727272727
"Buffalo",2011-11-01,126892.3,82348.1,145.047727272727,246.875,1.48772727272727
"Buffalo",2011-12-01,126707.5,82004.6,145.047727272727,246.875,1.48772727272727
"Buffalo",2012-01-01,126610.6,81804,141.720454545455,244.459090909091,-1.14666666666667
"Buffalo",2012-02-01,126341.3,81541.3,141.720454545455,244.459090909091,-1.14666666666667
"Buffalo",2012-03-01,126139.9,81337.9,141.720454545455,244.459090909091,-1.14666666666667
"Buffalo",2012-04-01,126016.6,81233.6,141.720454545455,244.459090909091,-1.14666666666667
"Buffalo",2012-05-01,126134.7,81276.7,141.720454545455,244.459090909091,-1.14666666666667
"Buffalo",2012-06-01,126376.9,81464.8,141.720454545455,244.459090909091,-1.14666666666667
"Buffalo",2012-07-01,126508.3,81534.9,141.720454545455,244.459090909091,-1.14666666666667
"Buffalo",2012-08-01,126606.4,81604.6,141.720454545455,244.459090909091,-1.14666666666667
"Buffalo",2012-09-01,126669.7,81717.2,141.720454545455,244.459090909091,-1.14666666666667
"Buffalo",2012-10-01,126755.6,81928.1,141.720454545455,244.459090909091,-1.14666666666667
"Buffalo",2012-11-01,126874.5,82056.4,141.720454545455,244.459090909091,-1.14666666666667
"Buffalo",2012-12-01,127117.6,82108.4,141.720454545455,244.459090909091,-1.14666666666667
"Buffalo",2013-01-01,127379.3,82237.9,147.727391304348,246.882608695652,3.10454545454545
"Buffalo",2013-02-01,127621.4,82348.3,147.727391304348,246.882608695652,3.10454545454545
"Buffalo",2013-03-01,127849.9,82646.4,147.727391304348,246.882608695652,3.10454545454545
"Buffalo",2013-04-01,128329.7,82892.5,147.727391304348,246.882608695652,3.10454545454545
"Buffalo",2013-05-01,129001,83401.9,147.727391304348,246.882608695652,3.10454545454545
"Buffalo",2013-06-01,129624.3,83798.9,147.727391304348,246.882608695652,3.10454545454545
"Buffalo",2013-07-01,130016.9,84142,147.727391304348,246.882608695652,3.10454545454545
"Buffalo",2013-08-01,130288.8,84281.5,147.727391304348,246.882608695652,3.10454545454545
"Buffalo",2013-09-01,130625.9,84564.2,147.727391304348,246.882608695652,3.10454545454545
"Buffalo",2013-10-01,131115.1,84956,147.727391304348,246.882608695652,3.10454545454545
"Buffalo",2013-11-01,131688,85445.6,147.727391304348,246.882608695652,3.10454545454545
"Buffalo",2013-12-01,132332.5,86022.1,147.727391304348,246.882608695652,3.10454545454545
"Buffalo",2014-01-01,132798.7,86431.6,156.807272727273,267.39,6.585
"Buffalo",2014-02-01,133596,86998.1,156.807272727273,267.39,6.585
"Buffalo",2014-03-01,134359.3,87404.5,156.807272727273,267.39,6.585
"Buffalo",2014-04-01,135105,87829.9,156.807272727273,267.39,6.585
"Buffalo",2014-05-01,135680.5,87983.8,156.807272727273,267.39,6.585
"Buffalo",2014-06-01,136194.1,88139.7,156.807272727273,267.39,6.585
"Buffalo",2014-07-01,137026.8,88509.6,156.807272727273,267.39,6.585
"Buffalo",2014-08-01,137751.7,89092.2,156.807272727273,267.39,6.585
"Buffalo",2014-09-01,138495.1,89533.1,156.807272727273,267.39,6.585
"Buffalo",2014-10-01,138981.2,89781.5,156.807272727273,267.39,6.585
"Buffalo",2014-11-01,139541.8,90056.1,156.807272727273,267.39,6.585
"Buffalo",2014-12-01,140107.2,90469.6,156.807272727273,267.39,6.585
"Buffalo",2015-01-01,140795.7,90982.2,167.220869565217,274.637391304348,5.185
"Buffalo",2015-02-01,141204,91346.7,167.220869565217,274.637391304348,5.185
"Buffalo",2015-03-01,141479.4,91558.8,167.220869565217,274.637391304348,5.185
"Buffalo",2015-04-01,141663.6,91779.3,167.220869565217,274.637391304348,5.185
"Buffalo",2015-05-01,142021.3,92142.1,167.220869565217,274.637391304348,5.185
"Buffalo",2015-06-01,142640.6,92650.2,167.220869565217,274.637391304348,5.185
"Buffalo",2015-07-01,143328.1,93240.8,167.220869565217,274.637391304348,5.185
"Buffalo",2015-08-01,144182,93799.7,167.220869565217,274.637391304348,5.185
"Buffalo",2015-09-01,145063.3,94414.3,167.220869565217,274.637391304348,5.185
"Buffalo",2015-10-01,145982.4,94994.5,167.220869565217,274.637391304348,5.185
"Buffalo",2015-11-01,146853.8,95588.9,167.220869565217,274.637391304348,5.185
"Buffalo",2015-12-01,147671.9,96080.7,167.220869565217,274.637391304348,5.185
"Buffalo",2016-01-01,148491.5,96578.7,179.78652173913,295.382173913043,7.61
"Buffalo",2016-02-01,149307,97088.4,179.78652173913,295.382173913043,7.61
"Buffalo",2016-03-01,150269.3,97911.5,179.78652173913,295.382173913043,7.61
"Buffalo",2016-04-01,151199,98652.4,179.78652173913,295.382173913043,7.61
"Buffalo",2016-05-01,151933.4,99239.3,179.78652173913,295.382173913043,7.61
"Buffalo",2016-06-01,152364.6,99461.7,179.78652173913,295.382173913043,7.61
"Buffalo",2016-07-01,152770.1,99603.9,179.78652173913,295.382173913043,7.61
"Buffalo",2016-08-01,153113.9,99678.8,179.78652173913,295.382173913043,7.61
"Buffalo",2016-09-01,153575.9,99945.1,179.78652173913,295.382173913043,7.61
"Buffalo",2016-10-01,154140,100292.8,179.78652173913,295.382173913043,7.61
"Buffalo",2016-11-01,155010.9,100788,179.78652173913,295.382173913043,7.61
"Buffalo",2016-12-01,155977.6,101306.4,179.78652173913,295.382173913043,7.61
"Buffalo",2017-01-01,156949,101762.4,191.475652173913,315.035217391304,6.67130434782609
"Buffalo",2017-02-01,157764.1,102185.6,191.475652173913,315.035217391304,6.67130434782609
"Buffalo",2017-03-01,158490.2,102375.5,191.475652173913,315.035217391304,6.67130434782609
"Buffalo",2017-04-01,159189.8,102732.9,191.475652173913,315.035217391304,6.67130434782609
"Buffalo",2017-05-01,160127.9,103291.6,191.475652173913,315.035217391304,6.67130434782609
"Buffalo",2017-06-01,161101.7,104267.5,191.475652173913,315.035217391304,6.67130434782609
"Buffalo",2017-07-01,161959.1,105057.9,191.475652173913,315.035217391304,6.67130434782609
"Buffalo",2017-08-01,163023.7,106014.7,191.475652173913,315.035217391304,6.67130434782609
"Buffalo",2017-09-01,164045.3,106675.5,191.475652173913,315.035217391304,6.67130434782609
"Buffalo",2017-10-01,165130.2,107421.6,191.475652173913,315.035217391304,6.67130434782609
"Buffalo",2017-11-01,165806.4,107823.7,191.475652173913,315.035217391304,6.67130434782609
"Buffalo",2017-12-01,166505.7,108279.2,191.475652173913,315.035217391304,6.67130434782609
"Buffalo",2018-01-01,167269.3,108945.3,204.675,344.137272727273,8.58181818181818
"Buffalo",2018-02-01,168349.6,109727.4,204.675,344.137272727273,8.58181818181818
"Buffalo",2018-03-01,169393,110536.2,204.675,344.137272727273,8.58181818181818
"Buffalo",2018-04-01,170568.2,111141.7,204.675,344.137272727273,8.58181818181818
"Buffalo",2018-05-01,171474.2,111605.8,204.675,344.137272727273,8.58181818181818
"Buffalo",2018-06-01,172480.3,111956.1,204.675,344.137272727273,8.58181818181818
"Buffalo",2018-07-01,173445.9,112542.6,204.675,344.137272727273,8.58181818181818
"Buffalo",2018-08-01,174209.9,113033.3,204.675,344.137272727273,8.58181818181818
"Buffalo",2018-09-01,174902.2,113529.4,204.675,344.137272727273,8.58181818181818
"Buffalo",2018-10-01,175631.1,113920.3,204.675,344.137272727273,8.58181818181818
"Buffalo",2018-11-01,176424.2,114414.5,204.675,344.137272727273,8.58181818181818
"Buffalo",2018-12-01,177243.1,115083,204.675,344.137272727273,8.58181818181818
"Buffalo",2019-01-01,177951.2,115613.9,220.748695652174,357.727826086957,6.68727272727273
"Buffalo",2019-02-01,178487.5,116116.3,220.748695652174,357.727826086957,6.68727272727273
"Buffalo",2019-03-01,179112.2,116543.2,220.748695652174,357.727826086957,6.68727272727273
"Buffalo",2019-04-01,179599.6,117066.4,220.748695652174,357.727826086957,6.68727272727273
"Buffalo",2019-05-01,180360.7,117661.4,220.748695652174,357.727826086957,6.68727272727273
"Buffalo",2019-06-01,180930.5,118037.5,220.748695652174,357.727826086957,6.68727272727273
"Buffalo",2019-07-01,181403.5,118282.1,220.748695652174,357.727826086957,6.68727272727273
"Buffalo",2019-08-01,181862.9,118522,220.748695652174,357.727826086957,6.68727272727273
"Buffalo",2019-09-01,182331.3,118966.2,220.748695652174,357.727826086957,6.68727272727273
"Buffalo",2019-10-01,182791.2,119402,220.748695652174,357.727826086957,6.68727272727273
"Buffalo",2019-11-01,183297,119887.9,220.748695652174,357.727826086957,6.68727272727273
"Buffalo",2019-12-01,183727.2,120214.2,220.748695652174,357.727826086957,6.68727272727273
"Buffalo",2020-01-01,184181.5,120545.8,231.178181818182,384.660454545455,6.38590909090909
